date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:02:27	25619/25619	---M-Z	200	added ('OK')	text/html	date:Fri,%2010%20May%202019%2017:40:45%20GMT	https://wpsprite.com/html/edubin/contact-2.html	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/contact-2.html	(from https://wpsprite.com/html/edubin/index.html)
16:02:28	118809/118809	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:50%20GMT	https://wpsprite.com/html/edubin/images/slider/s-3.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/slider/s-3.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:29	127309/127309	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:46%20GMT	https://wpsprite.com/html/edubin/images/slider/s-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/slider/s-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:30	1798/1798	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:53%20GMT	https://wpsprite.com/html/edubin/images/all-icon/ctg-1.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/all-icon/ctg-1.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:30	177671/177671	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:48%20GMT	https://wpsprite.com/html/edubin/images/slider/s-2.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/slider/s-2.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:30	739/739	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:57%20GMT	https://wpsprite.com/html/edubin/images/all-icon/ctg-2.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/all-icon/ctg-2.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:31	1858/1858	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:56%20GMT	https://wpsprite.com/html/edubin/images/all-icon/ctg-3.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/all-icon/ctg-3.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:33	455695/455695	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:36%20GMT	https://wpsprite.com/html/edubin/images/about/bg-1.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/about/bg-1.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:33	39246/39246	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:36%20GMT	https://wpsprite.com/html/edubin/images/course/cu-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/cu-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:34	2351/2351	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:41%20GMT	https://wpsprite.com/html/edubin/images/course/teacher/t-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/teacher/t-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:34	36503/36503	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:35%20GMT	https://wpsprite.com/html/edubin/images/course/cu-2.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/cu-2.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:35	2543/2543	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:39%20GMT	https://wpsprite.com/html/edubin/images/course/teacher/t-2.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/teacher/t-2.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:36	38536/38536	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:33%20GMT	https://wpsprite.com/html/edubin/images/course/cu-3.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/cu-3.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:36	2937/2937	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:40%20GMT	https://wpsprite.com/html/edubin/images/course/teacher/t-3.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/teacher/t-3.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:36	39362/39362	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:32%20GMT	https://wpsprite.com/html/edubin/images/course/cu-4.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/cu-4.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:36	2788/2788	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:42%20GMT	https://wpsprite.com/html/edubin/images/course/teacher/t-4.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/teacher/t-4.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:37	39321/39321	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:30%20GMT	https://wpsprite.com/html/edubin/images/course/cu-5.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/cu-5.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:37	2210/2210	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:43%20GMT	https://wpsprite.com/html/edubin/images/course/teacher/t-5.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/course/teacher/t-5.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:38	118815/118815	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:04%20GMT	https://wpsprite.com/html/edubin/images/bg-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/bg-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:38	915/915	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:48%20GMT	https://wpsprite.com/html/edubin/images/all-icon/f-1.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/all-icon/f-1.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:39	1047/1047	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:49%20GMT	https://wpsprite.com/html/edubin/images/all-icon/f-2.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/all-icon/f-2.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:40	712/712	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:03:51%20GMT	https://wpsprite.com/html/edubin/images/all-icon/f-3.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/all-icon/f-3.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:40	22473/22473	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:06:32%20GMT	https://wpsprite.com/html/edubin/images/teachers/t-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/teachers/t-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:41	39676/39676	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:55%20GMT	https://wpsprite.com/html/edubin/images/teachers/t-2.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/teachers/t-2.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:41	35258/35258	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:57%20GMT	https://wpsprite.com/html/edubin/images/teachers/t-3.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/teachers/t-3.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:42	29715/29715	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:06:34%20GMT	https://wpsprite.com/html/edubin/images/teachers/t-4.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/teachers/t-4.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:42	44036/44036	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:27%20GMT	https://wpsprite.com/html/edubin/images/publication/p-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/publication/p-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:43	23439/23439	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:28%20GMT	https://wpsprite.com/html/edubin/images/publication/p-3.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/publication/p-3.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:43	36612/36612	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:29%20GMT	https://wpsprite.com/html/edubin/images/publication/p-2.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/publication/p-2.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:44	30627/30627	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:25%20GMT	https://wpsprite.com/html/edubin/images/publication/p-4.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/publication/p-4.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:44	113776/113776	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:04:05%20GMT	https://wpsprite.com/html/edubin/images/bg-2.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/bg-2.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:45	5949/5949	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:07:01%20GMT	https://wpsprite.com/html/edubin/images/testimonial/t-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/testimonial/t-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:45	4831/4831	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:06:59%20GMT	https://wpsprite.com/html/edubin/images/testimonial/t-2.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/testimonial/t-2.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:45	5491/5491	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:07:00%20GMT	https://wpsprite.com/html/edubin/images/testimonial/t-3.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/testimonial/t-3.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:46	44110/44110	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:11%20GMT	https://wpsprite.com/html/edubin/images/news/n-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/news/n-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:46	18251/18251	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:08%20GMT	https://wpsprite.com/html/edubin/images/news/ns-1.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/news/ns-1.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:46	10990/10990	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:09%20GMT	https://wpsprite.com/html/edubin/images/news/ns-2.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/news/ns-2.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:47	12325/12325	---M--	200	added ('OK')	image/jpeg	date:Sat,%2011%20May%202019%2019:05:10%20GMT	https://wpsprite.com/html/edubin/images/news/ns-3.jpg	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/news/ns-3.jpg	(from https://wpsprite.com/html/edubin/index.html)
16:02:47	1848/1848	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:15%20GMT	https://wpsprite.com/html/edubin/images/patnar-logo/p-1.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/patnar-logo/p-1.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:47	5951/5951	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:17%20GMT	https://wpsprite.com/html/edubin/images/patnar-logo/p-2.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/patnar-logo/p-2.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:48	4347/4347	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:16%20GMT	https://wpsprite.com/html/edubin/images/patnar-logo/p-3.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/patnar-logo/p-3.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:48	5593/5593	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:15%20GMT	https://wpsprite.com/html/edubin/images/patnar-logo/p-4.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/patnar-logo/p-4.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:49	2030/2030	---M--	200	added ('OK')	image/png	date:Sat,%2011%20May%202019%2019:05:04%20GMT	https://wpsprite.com/html/edubin/images/logo-2.png	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/images/logo-2.png	(from https://wpsprite.com/html/edubin/index.html)
16:02:50	8636/8636	---M--	200	added ('OK')	application/javascript	date:Thu,%2003%20May%202018%2018:11:04%20GMT	https://wpsprite.com/html/edubin/js/vendor/modernizr-3.6.0.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/vendor/modernizr-3.6.0.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:02	97163/97163	---M--	200	added ('OK')	application/javascript	date:Thu,%2006%20Sep%202018%2005:24:46%20GMT	https://wpsprite.com/html/edubin/js/vendor/jquery-1.12.4.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/vendor/jquery-1.12.4.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:04	51039/51039	---M--	200	added ('OK')	application/javascript	date:Mon,%2023%20Jul%202018%2019:37:42%20GMT	https://wpsprite.com/html/edubin/js/bootstrap.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/bootstrap.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:07	42863/42863	---M--	200	added ('OK')	application/javascript	date:Tue,%2003%20Oct%202017%2011:49:30%20GMT	https://wpsprite.com/html/edubin/js/slick.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/slick.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:09	20216/20216	---M--	200	added ('OK')	application/javascript	date:Mon,%2005%20Jun%202017%2002:11:48%20GMT	https://wpsprite.com/html/edubin/js/jquery.magnific-popup.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/jquery.magnific-popup.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:10	8044/8044	---M--	200	added ('OK')	application/javascript	date:Wed,%2017%20Oct%202018%2014:22:36%20GMT	https://wpsprite.com/html/edubin/js/waypoints.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/waypoints.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:12	1067/1067	---M--	200	added ('OK')	application/javascript	date:Tue,%2026%20Nov%202013%2000:53:08%20GMT	https://wpsprite.com/html/edubin/js/jquery.counterup.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/jquery.counterup.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:14	2942/2942	---M--	200	added ('OK')	application/javascript	date:Sun,%2008%20May%202016%2022:32:26%20GMT	https://wpsprite.com/html/edubin/js/jquery.nice-select.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/jquery.nice-select.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:15	1508/1508	---M--	200	added ('OK')	application/javascript	date:Fri,%2002%20Feb%202018%2018:25:08%20GMT	https://wpsprite.com/html/edubin/js/jquery.nice-number.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/jquery.nice-number.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:17	5369/5369	---M--	200	added ('OK')	application/javascript	date:Sat,%2031%20Dec%202016%2009:54:56%20GMT	https://wpsprite.com/html/edubin/js/jquery.countdown.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/jquery.countdown.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:19	7729/7729	---M--	200	added ('OK')	application/javascript	date:Thu,%2016%20Mar%202017%2020:01:00%20GMT	https://wpsprite.com/html/edubin/js/validator.min.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/validator.min.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:28	1250/1250	---M--	200	added ('OK')	application/javascript	date:Fri,%2022%20Mar%202019%2012:17:04%20GMT	https://wpsprite.com/html/edubin/js/ajax-contact.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/ajax-contact.js	(from https://wpsprite.com/html/edubin/index.html)
16:04:29	10669/10669	---M--	200	added ('OK')	application/javascript	date:Fri,%2010%20May%202019%2003:32:52%20GMT	https://wpsprite.com/html/edubin/js/main.js	C:/Users/15N/Desktop/henry/FineOnitsha/wpsprite.com/html/edubin/js/main.js	(from https://wpsprite.com/html/edubin/index.html)
